Year,Make,Model,Category,Engine
1894,Hildebrand-Wolfmüller,Motorrad,Allround,1489 ccm
1895,Hildebrand-Wolfmüller,Motorrad,Allround,1489 ccm
1895,Millet,Motorcycle,Allround,625 ccm
1896,Excelsior,Motor Bicycle,Allround,234 ccm
1896,Hildebrand-Wolfmüller,Motorrad,Allround,1489 ccm
1896,Marks,Motor Bike,Allround,90 ccm
1897,Clarke,Gasoline Tricycle,Allround,138 ccm
1897,De,Dion-Bouton Tricycle,Allround,211 ccm
1897,Hildebrand-Wolfmüller,Motorrad,Allround,1489 ccm
1897,Werner,Motocyclette,Allround,216 ccm
1898,Ariel,De Dion Tricycle,Allround,198 ccm
1898,De,Dion-Bouton Tricycle,Allround,211 ccm
1899,De,Dion-Bouton Tricycle,Allround,211 ccm
1899,Orient,Tricycle,Allround,330 ccm
1899,Perks,and Birch Motor Wheel,Allround,208 ccm
1900,De,Dion-Bouton Tricycle,Allround,211 ccm
1900,Orient,Tricycle,Allround,330 ccm
1900,Perks,and Birch Singer 2hp,Allround,208 ccm
1901,Ariel,1.5 hp,Allround,211 ccm
1901,De,Dion-Bouton Tricycle,Allround,211 ccm
1901,Indian,Single,Allround,492 ccm
1901,Marsh,Marsh,Allround,27 ccm
1901,Perks,and Birch Singer 2hp,Allround,208 ccm
1902,Ariel,2 hp,Allround,239 ccm
1902,De,Dion-Bouton Tricycle,Allround,955 ccm
1902,Indian,Single,Allround,492 ccm
1902,Marsh,Marsh,Allround,27 ccm
1903,Ariel,2.25 hp,Allround,249 ccm
1903,De,Dion-Bouton Tricycle,Allround,955 ccm
1903,Harley-Davidson,Model X8,Sport,494 ccm
1903,Indian,Single,Allround,492 ccm
1903,Marsh,Marsh,Allround,27 ccm
1904,De,Dion-Bouton Tricycle,Allround,955 ccm
1904,Harley-Davidson,Model X8,Sport,494 ccm
1904,Indian,Humpeback,Allround,213 ccm
1904,Indian,Single,Allround,492 ccm
1904,Marsh,Marsh,Allround,27 ccm
1904,NSU,Neckarsulmer 4PS,Sport,482 ccm
1905,Harley-Davidson,Model X8,Sport,494 ccm
1905,Indian,Single,Allround,492 ccm
1905,NSU,Neckarsulmer 4PS,Sport,482 ccm
1906,Harley-Davidson,Model X8,Sport,494 ccm
1906,Indian,Single,Allround,492 ccm
1906,NSU,3 1-2 PS,Sport,499 ccm
1906,NSU,Neckarsulmer 4PS,Sport,482 ccm
1907,Harley-Davidson,Model X8,Sport,494 ccm
1907,Indian,Single,Allround,492 ccm
1907,NSU,3 1-2 PS,Sport,499 ccm
1907,NSU,Neckarsulmer 4PS,Sport,482 ccm
1908,Harley-Davidson,Model X8,Sport,494 ccm
1908,Indian,Single,Allround,492 ccm
1908,NSU,3 1-2 PS,Sport,499 ccm
1908,NSU,Neckarsulmer 1 1-2,Sport,243 ccm
1908,NSU,Neckarsulmer 1 1-4,Sport,210 ccm
1908,NSU,Neckarsulmer 4PS,Sport,482 ccm
1909,Flying,Merkel W.S,Allround,500 ccm
1909,Harley-Davidson,Model X8,Sport,494 ccm
1909,Indian,Single,Allround,492 ccm
1909,NSU,3 1-2 PS,Sport,499 ccm
1909,NSU,Neckarsulmer 1 1-2,Sport,243 ccm
1909,Pierce,Four,Sport,696 ccm
1910,Ariel,Arielette,Allround,349 ccm
1910,Flying,Merkel W.S,Allround,500 ccm
1910,Harley-Davidson,Model X8,Sport,494 ccm
1910,Indian,Single,Allround,492 ccm
1910,NSU,3 1-2 PS,Sport,499 ccm
1910,NSU,Neckarsulmer 1 1-2 Pony,Sport,243 ccm
1910,Pierce,Four,Sport,696 ccm
1910,Royal,Pioneer 500,Allround,500 ccm
1911,Emblem,Emblem,Allround,38 ccm
1911,Excelsior,Single,Allround,492 ccm
1911,Flying,Merkel W.S,Allround,500 ccm
1911,Harley-Davidson,Model X8,Sport,494 ccm
1911,Indian,Single,Allround,492 ccm
1911,NSU,3 1-2 PS,Sport,499 ccm
1911,NSU,Neckarsulmer 1 1-2,Sport,243 ccm
1911,Pierce,Four,Sport,696 ccm
1912,Emblem,Emblem,Allround,38 ccm
1912,Excelsior,Single,Allround,492 ccm
1912,Flying,Merkel W.S,Allround,500 ccm
1912,Harley-Davidson,Model X8,Sport,494 ccm
1912,Harley-Davidson,Model X8A,Allround,492 ccm
1912,Henderson,7 HP Four,Allround,934 ccm
1912,Indian,Roadster,Sport,633 ccm
1912,Indian,Single,Allround,492 ccm
1912,Lea,Francis 3.25 Hp,Allround,430 ccm
1912,NSU,3 1-2 PS,Sport,499 ccm
1912,NSU,Neckarsulmer 1 1-2,Sport,243 ccm
1912,Pierce,Four,Sport,696 ccm
1912,Sears,DeLuxe,Sport,575 ccm
1913,Ariel,3.5 HP,Allround,499 ccm
1913,Emblem,Emblem,Allround,38 ccm
1913,Excelsior,7-C,Allround,1000 ccm
1913,Excelsior,Single,Allround,492 ccm
1913,Henderson,Model B,Allround,934 ccm
1913,Indian,Single,Allround,492 ccm
1913,NSU,3 1-2 PS,Sport,499 ccm
1913,Pierce,Four,Sport,696 ccm
1913,Reading,Standard R-S,Allround,1000 ccm
1913,Schickel,Big 5,Allround,648 ccm
1913,Sears,DeLuxe,Sport,575 ccm
1913,Yale,Model 37,Sport,1000 ccm
1914,Ariel,3.5 HP,Allround,499 ccm
1914,Emblem,Emblem,Allround,38 ccm
1914,Excelsior,7-C,Allround,1000 ccm
1914,Joerns,Motor Cyclone,Sport,996 ccm
1914,NSU,3  1-2 PS,Sport,499 ccm
1914,NSU,3 1-2 PS,Sport,499 ccm
1914,Pierce,Four,Sport,696 ccm
1914,Pope,Model L,Sport,998 ccm
1914,Reading,Standard R-S,Allround,1000 ccm
1914,Schickel,Big 5,Allround,648 ccm
1914,Sears,DeLuxe,Sport,575 ccm
1914,Yale,Model 37,Sport,1000 ccm
1915,Ariel,3.5 HP,Allround,499 ccm
1915,Ariel,V-twin,Allround,700 ccm
1915,Blackburne,4HP,Sport,499 ccm
1915,Cleveland,Lighweight engine no.286,Sport,221 ccm
1915,Dayton,C3,Allround,999 ccm
1915,Emblem,Emblem,Allround,38 ccm
1915,Excelsior,7-C,Allround,1000 ccm
1915,Harley-Davidson,11-KR,Sport,998 ccm
1915,Harley-Davidson,Model F,Sport,989 ccm
1915,Harley-Davidson,Model J,Allround,989 ccm
1915,Indian,A,Sport,500 ccm
1915,Indian,B,Sport,684 ccm
1915,Indian,C,Sport,994 ccm
1915,NSU,3  1-2 PS,Sport,499 ccm
1915,Pope,Model L,Sport,998 ccm
1915,Reading,Standard R-S,Allround,1000 ccm
1915,Schickel,Big 5,Allround,648 ccm
1915,Sears,DeLuxe,Sport,575 ccm
1916,Ariel,3.5 HP,Allround,499 ccm
1916,Ariel,V-twin,Allround,700 ccm
1916,Blackburne,4HP,Sport,499 ccm
1916,Cleveland,Lighweight engine no.286,Sport,221 ccm
1916,Emblem,Emblem,Allround,38 ccm
1916,Excelsior,7-C,Allround,1000 ccm
1916,Harley-Davidson,Model F,Sport,989 ccm
1916,Harley-Davidson,Model J,Allround,989 ccm
1916,Harley-Davidson,Racer,Allround,1000 ccm
1916,Indian,B,Sport,684 ccm
1916,NSU,3  1-2 PS,Sport,499 ccm
1916,Pope,Model L,Sport,998 ccm
1916,Reading,Standard R-S,Allround,1000 ccm
1916,Sears,DeLuxe,Sport,575 ccm
1917,Blackburne,4HP,Sport,499 ccm
1917,Cleveland,Lighweight engine no.286,Sport,221 ccm
1917,Dayton,E8,Allround,1157 ccm
1917,Emblem,Emblem,Allround,38 ccm
1917,Excelsior,7-C,Allround,1000 ccm
1917,Harley-Davidson,Model F,Sport,989 ccm
1917,Harley-Davidson,Model J,Allround,989 ccm
1917,Harley-Davidson,Racer,Allround,1000 ccm
1917,Indian,Military Powerplus,Allround,1000 ccm
1917,Indian,Model O,Allround,257 ccm
1917,Indian,N,Allround,997 ccm
1917,NSU,3  1-2 PS,Sport,499 ccm
1917,Pope,Model L,Sport,998 ccm
1917,Reading,Standard R-S,Allround,1000 ccm
1918,Ariel,4 HP,Allround,498 ccm
1918,Blackburne,4HP,Sport,499 ccm
1918,Cleveland,Lighweight engine no.286,Sport,221 ccm
1918,Emblem,Emblem,Allround,38 ccm
1918,Harley-Davidson,Model F,Sport,989 ccm
1918,Harley-Davidson,Model J,Allround,989 ccm
1918,Harley-Davidson,Racer,Allround,1000 ccm
1918,Indian,Military Powerplus,Allround,1000 ccm
1918,Indian,Model O,Allround,257 ccm
1918,Indian,N,Allround,997 ccm
1918,NSU,3  1-2 PS,Sport,499 ccm
1918,Pope,Model L,Sport,998 ccm
1918,Reading,Standard R-S,Allround,1000 ccm
1919,Blackburne,4HP,Sport,499 ccm
1919,Cleveland,HP,Sport,179 ccm
1919,Cleveland,Lighweight engine no.286,Sport,221 ccm
1919,Harley-Davidson,Model F,Sport,989 ccm
1919,Harley-Davidson,Model J,Allround,989 ccm
1919,Harley-Davidson,Model W Sport Twin,Allround,584 ccm
1919,Harley-Davidson,Racer,Allround,1000 ccm
1919,Harley-Davidson,Sport Twin,Sport,590 ccm
1919,Indian,Military Powerplus,Allround,1000 ccm
1919,Indian,Model O,Allround,257 ccm
1919,Indian,NE,Sport,997 ccm
1919,Pope,Model L,Sport,998 ccm
1919,Reading,Standard R-S,Allround,1000 ccm
1920,Cleveland,EL,Sport,268 ccm
1920,Cleveland,Lighweight engine no.286,Sport,221 ccm
1920,Excelsior,20R,Allround,974 ccm
1920,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1920,Harley-Davidson,Model F,Sport,989 ccm
1920,Harley-Davidson,Model J,Allround,989 ccm
1920,Harley-Davidson,Model J L20T,Allround,1000 ccm
1920,Harley-Davidson,Model W Sport Twin,Allround,584 ccm
1920,Harley-Davidson,Racer,Allround,1000 ccm
1920,Harley-Davidson,Sport Twin,Sport,590 ccm
1920,Indian,BGE,Sport,596 ccm
1920,Indian,NE,Sport,997 ccm
1920,Pope,Model L,Sport,998 ccm
1920,Reading,Standard R-S,Allround,1000 ccm
1921,Cleveland,EL,Sport,268 ccm
1921,Cleveland,Lighweight engine no.286,Sport,221 ccm
1921,Clyno,Spring 8,Allround,925 ccm
1921,DKW,Golem,Allround,118 ccm
1921,Excelsior,20R,Allround,974 ccm
1921,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1921,Harley-Davidson,Model F,Sport,989 ccm
1921,Harley-Davidson,Model J,Allround,989 ccm
1921,Harley-Davidson,Model W Sport Twin,Allround,584 ccm
1921,Harley-Davidson,Racer,Allround,1000 ccm
1921,Harley-Davidson,Sport Twin,Sport,590 ccm
1921,Indian,BGE,Sport,596 ccm
1921,Indian,NE,Sport,997 ccm
1921,NSU,4PS,Sport,498 ccm
1921,NSU,8PS,Sport,996 ccm
1921,Reading,Standard R-S,Allround,1000 ccm
1921,Zündapp,Z 22,Sport,211 ccm
1922,AJS,G6 Bigport,Sport,349 ccm
1922,Cleveland,EL,Sport,268 ccm
1922,Cleveland,Lighweight engine no.286,Sport,221 ccm
1922,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1922,DKW,Golem,Allround,118 ccm
1922,DKW,Lomos-Sesselrad,Allround,143 ccm
1922,DKW,Lomos-Sesselrad 170cc,Allround,170 ccm
1922,Excelsior,20R,Allround,974 ccm
1922,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1922,Harley-Davidson,Model F,Sport,989 ccm
1922,Harley-Davidson,Model J,Allround,989 ccm
1922,Harley-Davidson,Model W Sport Twin,Allround,584 ccm
1922,Harley-Davidson,Sport Twin,Sport,590 ccm
1922,Indian,BGE,Sport,596 ccm
1922,Indian,Chief,Custom/cruiser,1210 ccm
1922,Indian,NE,Sport,997 ccm
1922,NSU,4PS,Sport,498 ccm
1922,NSU,8PS,Sport,996 ccm
1922,Scott,HP Standard Model,Allround,532 ccm
1922,Zündapp,Z 2 G,Sport,211 ccm
1922,Zündapp,Z 22,Sport,211 ccm
1923,Ace,EXP-4,Sport,1299 ccm
1923,AJS,G6 Bigport,Sport,349 ccm
1923,BMW,R32,Naked bike,494 ccm
1923,Cleveland,EL,Sport,268 ccm
1923,Cleveland,Lighweight engine no.286,Sport,221 ccm
1923,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1923,DKW,Lomos-Sesselrad,Allround,143 ccm
1923,DKW,Lomos-Sesselrad 170cc,Allround,170 ccm
1923,Excelsior,20R,Allround,974 ccm
1923,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1923,Harley-Davidson,Model F,Sport,989 ccm
1923,Harley-Davidson,Model FD,Allround,1064 ccm
1923,Harley-Davidson,Model J,Allround,989 ccm
1923,Harley-Davidson,Model JD,Allround,1064 ccm
1923,Harley-Davidson,Model W Sport Twin,Allround,584 ccm
1923,Harley-Davidson,Sport Twin,Sport,590 ccm
1923,Indian,BGE,Sport,596 ccm
1923,Indian,BHEP,Sport,1204 ccm
1923,Indian,Chief,Custom/cruiser,1210 ccm
1923,Indian,NE,Sport,997 ccm
1923,NSU,4PS,Sport,498 ccm
1923,NSU,8PS,Sport,996 ccm
1923,Zündapp,Z 2 G,Sport,211 ccm
1923,Zündapp,Z 22,Sport,211 ccm
1923,Zündapp,Z 249,Sport,249 ccm
1924,Ace,Standard,Allround,1234 ccm
1924,AJS,G6 Bigport,Sport,349 ccm
1924,BMW,R32,Naked bike,494 ccm
1924,Cleveland,EL,Sport,268 ccm
1924,Cleveland,Lighweight engine no.286,Sport,221 ccm
1924,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1924,DKW,Lomos-Sesselrad,Allround,143 ccm
1924,DKW,Lomos-Sesselrad 170cc,Allround,170 ccm
1924,DKW,Stahlmodell SM,Sport,206 ccm
1924,Excelsior,20R,Allround,974 ccm
1924,Harley-Davidson,61,Sport,1000 ccm
1924,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1924,Harley-Davidson,Model F,Sport,989 ccm
1924,Harley-Davidson,Model FD,Allround,1208 ccm
1924,Harley-Davidson,Model FDCA,Sport,1208 ccm
1924,Harley-Davidson,Model J,Allround,989 ccm
1924,Harley-Davidson,Model JD,Allround,1208 ccm
1924,Harley-Davidson,Model JDCA,Sport,1208 ccm
1924,Harley-Davidson,Model W Sport Twin,Allround,584 ccm
1924,Indian,BGE,Sport,596 ccm
1924,Indian,BHEP,Sport,1204 ccm
1924,Indian,Chief,Custom/cruiser,1210 ccm
1924,NSU,4PS,Sport,498 ccm
1924,NSU,6PS,Sport,743 ccm
1924,NSU,8PS,Sport,996 ccm
1924,Scott,Super Squirrel,Sport,596 ccm
1924,Zündapp,K 211,Sport,211 ccm
1924,Zündapp,Z 2 G,Sport,211 ccm
1924,Zündapp,Z 22,Sport,211 ccm
1924,Zündapp,Z 249,Sport,249 ccm
1925,Ace,Standard,Allround,1234 ccm
1925,AJS,G6 Bigport,Sport,349 ccm
1925,BMW,R32,Naked bike,494 ccm
1925,BMW,R37,Allround,494 ccm
1925,Cleveland,Lighweight engine no.286,Sport,221 ccm
1925,Cleveland,SML,Sport,268 ccm
1925,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1925,DKW,E 206,Sport,206 ccm
1925,DKW,Lomos-Sesselrad,Allround,143 ccm
1925,DKW,Lomos-Sesselrad 170cc,Allround,170 ccm
1925,DKW,Stahlmodell SM,Sport,206 ccm
1925,Excelsior,20R,Allround,974 ccm
1925,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1925,Harley-Davidson,Model FDCB,Allround,1208 ccm
1925,Harley-Davidson,Model J,Allround,989 ccm
1925,Harley-Davidson,Model JD,Allround,1208 ccm
1925,Harley-Davidson,Model JDCB,Allround,1208 ccm
1925,Harley-Davidson,Peashooter,Sport,350 ccm
1925,Indian,BGE,Sport,596 ccm
1925,Indian,BHEP,Sport,1204 ccm
1925,Indian,Chief,Custom/cruiser,1210 ccm
1925,Indian,LE,Sport,348 ccm
1925,Indian,Prince,Sport,348 ccm
1925,NSU,4PS,Sport,498 ccm
1925,NSU,6PS,Sport,743 ccm
1925,NSU,8PS,Sport,996 ccm
1925,Scott,Super Squirrel,Sport,596 ccm
1925,Zündapp,EM 250,Sport,249 ccm
1925,Zündapp,K 211,Sport,211 ccm
1926,Ace,Standard,Allround,1234 ccm
1926,AJS,G6 Bigport,Sport,349 ccm
1926,Ariel,Model B,Allround,557 ccm
1926,Ariel,Model D 500,Allround,498 ccm
1926,BMW,R32,Naked bike,494 ccm
1926,BMW,R37,Allround,494 ccm
1926,BMW,R39,Naked bike,247 ccm
1926,BMW,R42,Allround,494 ccm
1926,Cleveland,Light Four,Allround,600 ccm
1926,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1926,DKW,E 200,Sport,198 ccm
1926,DKW,E 206,Sport,206 ccm
1926,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1926,Harley-Davidson,Model A,Sport,345 ccm
1926,Harley-Davidson,Model B,Sport,346 ccm
1926,Harley-Davidson,Model F,Sport,989 ccm
1926,Harley-Davidson,Model FD,Allround,1208 ccm
1926,Harley-Davidson,Model J,Allround,989 ccm
1926,Harley-Davidson,Model JD,Allround,1208 ccm
1926,Harley-Davidson,Model S,Enduro/offroad,345 ccm
1926,Harley-Davidson,Peashooter,Sport,350 ccm
1926,Indian,BGE,Sport,596 ccm
1926,Indian,BHEP,Sport,1204 ccm
1926,Indian,Chief,Custom/cruiser,1210 ccm
1926,Indian,LE,Sport,348 ccm
1926,Indian,Prince,Sport,348 ccm
1926,NSU,6PS,Sport,743 ccm
1926,NSU,8PS,Sport,996 ccm
1926,Scott,Super Squirrel,Sport,596 ccm
1926,Zündapp,EM 250,Sport,249 ccm
1927,Ace,Standard Model,Allround,1234 ccm
1927,AJS,G6 Bigport,Sport,349 ccm
1927,BMW,R39,Naked bike,247 ccm
1927,BMW,R42,Allround,494 ccm
1927,BMW,R47,Allround,494 ccm
1927,Cleveland,Master Four,Allround,750 ccm
1927,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1927,DKW,E 200,Sport,198 ccm
1927,DKW,E 206,Sport,206 ccm
1927,DKW,E 250,Sport,247 ccm
1927,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1927,Harley-Davidson,Model B,Sport,346 ccm
1927,Harley-Davidson,Model BA,Allround,344 ccm
1927,Harley-Davidson,Model FD,Allround,1208 ccm
1927,Harley-Davidson,Model J,Allround,989 ccm
1927,Harley-Davidson,Model JD,Allround,1208 ccm
1927,Harley-Davidson,Model S,Enduro/offroad,345 ccm
1927,Indian,BGE,Sport,596 ccm
1927,Indian,BHEP,Sport,1204 ccm
1927,Indian,Chief,Custom/cruiser,1210 ccm
1927,Indian,LE,Sport,348 ccm
1927,Indian,Prince,Sport,348 ccm
1927,Norton,490 CS 1,Allround,490 ccm
1927,NSU,251 SS,Sport,247 ccm
1927,NSU,501T,Allround,494 ccm
1927,NSU,6PS,Sport,743 ccm
1927,NSU,8PS,Sport,996 ccm
1927,Scott,Super Squirrel,Sport,596 ccm
1927,Sunbeam,95L Special,Sport,493 ccm
1927,Zündapp,EM 250,Sport,249 ccm
1928,AJS,G6 Bigport,Sport,349 ccm
1928,Ariel,Model B,Allround,557 ccm
1928,Ariel,Model C,Allround,498 ccm
1928,Ariel,Model E 500,Allround,498 ccm
1928,BMW,R42,Allround,494 ccm
1928,BMW,R47,Allround,494 ccm
1928,BMW,R52,Allround,486 ccm
1928,BMW,R57,Allround,494 ccm
1928,BMW,R62,Allround,745 ccm
1928,BMW,R63,Allround,735 ccm
1928,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1928,DKW,E 200,Sport,198 ccm
1928,DKW,E 206,Sport,206 ccm
1928,DKW,E 250,Sport,247 ccm
1928,DKW,E 300,Sport,292 ccm
1928,DKW,ZSW 500,Sport,494 ccm
1928,Harley-Davidson,Eight-valve racer,Sport,1000 ccm
1928,Harley-Davidson,Factory Hillclimber,Enduro/offroad,1230 ccm
1928,Harley-Davidson,Model B,Sport,346 ccm
1928,Harley-Davidson,Model BA,Allround,344 ccm
1928,Harley-Davidson,Model J,Allround,989 ccm
1928,Harley-Davidson,Model JD,Allround,1208 ccm
1928,Harley-Davidson,Model S,Enduro/offroad,345 ccm
1928,Indian,101 Scout,Allround,750 ccm
1928,Indian,Chief,Custom/cruiser,1210 ccm
1928,Indian,Prince,Sport,348 ccm
1928,New,Hudson Model 88E,Sport,496 ccm
1928,Norton,490 CS 1,Allround,490 ccm
1928,NSU,201R,Sport,199 ccm
1928,NSU,251 SS,Sport,247 ccm
1928,NSU,501 SS,Sport,494 ccm
1928,NSU,501T,Allround,494 ccm
1928,Opel,Rocket,Sport,500 ccm
1928,Scott,Super Squirrel,Sport,596 ccm
1928,Sunbeam,95L Special,Sport,493 ccm
1928,Zündapp,EM 300,Sport,298 ccm
1928,Zündapp,Z 300,Sport,298 ccm
1929,Ariel,LB,Allround,250 ccm
1929,Ariel,LF,Allround,249 ccm
1929,BMW,R 16 series 1,Custom/cruiser,736 ccm
1929,BMW,R11 Series 1,Allround,745 ccm
1929,BMW,R52,Allround,486 ccm
1929,BMW,R57,Allround,494 ccm
1929,BMW,R62,Allround,745 ccm
1929,BMW,R63,Allround,735 ccm
1929,Cleveland,Tornado,Allround,1000 ccm
1929,Coventry,Eagle Coventry Eagle,Allround,998 ccm
1929,DKW,E 200,Sport,199 ccm
1929,DKW,E 300,Sport,292 ccm
1929,DKW,ZSW 500,Sport,494 ccm
1929,Harley-Davidson,Model B,Sport,346 ccm
1929,Harley-Davidson,Model BA,Allround,344 ccm
1929,Harley-Davidson,Model D,Sport,743 ccm
1929,Harley-Davidson,Model J,Allround,989 ccm
1929,Harley-Davidson,Model JD,Allround,1208 ccm
1929,Harley-Davidson,Model S,Enduro/offroad,345 ccm
1929,Henderson,KJ Streamline,Allround,1301 ccm
1929,Indian,101 Scout,Allround,740 ccm
1929,Indian,Chief,Custom/cruiser,1210 ccm
1929,Norton,490 CS 1,Allround,490 ccm
1929,NSU,201R,Sport,199 ccm
1929,NSU,201T,Sport,199 ccm
1929,NSU,251 SS,Sport,247 ccm
1929,NSU,301T,Sport,298 ccm
1929,NSU,501 SS,Sport,494 ccm
1929,NSU,501T,Allround,494 ccm
1929,Rudge,Ulster 500,Sport,499 ccm
1929,Scott,Super Squirrel,Sport,596 ccm
1929,Sunbeam,95L Special,Sport,493 ccm
1929,Zündapp,Z 300,Sport,298 ccm
1930,BMW,R 16,Custom/cruiser,736 ccm
1930,BMW,R 16 series 1,Custom/cruiser,736 ccm
1930,BMW,R11 Series 1,Allround,745 ccm
1930,BMW,R11 Series 2,Allround,745 ccm
1930,BMW,R57,Allround,494 ccm
1930,DKW,E 200,Sport,199 ccm
1930,DKW,Schüttoff JS 500,Allround,498 ccm
1930,Harley-Davidson,Model B,Sport,346 ccm
1930,Harley-Davidson,Model BA,Allround,344 ccm
1930,Harley-Davidson,Model C,Allround,743 ccm
1930,Harley-Davidson,Model DL,Sport,743 ccm
1930,Harley-Davidson,Model S,Enduro/offroad,345 ccm
1930,Harley-Davidson,Model V,Custom/cruiser,1213 ccm
1930,Harley-Davidson,Model VL,Custom/cruiser,1213 ccm
1930,Henderson,KJ Streamline,Allround,1301 ccm
1930,Indian,101 Scout,Allround,750 ccm
1930,Indian,402,Allround,1265 ccm
1930,Indian,Chief,Custom/cruiser,1210 ccm
1930,Magnat,Debon 350 BST,Allround,350 ccm
1930,Norton,490 CS 1,Allround,490 ccm
1930,NSU,201T,Sport,199 ccm
1930,NSU,201TS,Sport,199 ccm
1930,NSU,301T,Sport,298 ccm
1930,NSU,301TS,Sport,298 ccm
1930,NSU,351TS,Sport,346 ccm
1930,NSU,501 SS,Sport,494 ccm
1930,NSU,501 TS,Allround,494 ccm
1930,NSU,601 TS,Allround,592 ccm
1930,Rudge,Ulster 500,Sport,499 ccm
1930,Scott,Super Squirrel,Sport,596 ccm
1930,Sunbeam,95L Special,Sport,493 ccm
1930,Terrot,HST,Allround,346 ccm
1931,Ardie,Silberpfeil,Allround,500 ccm
1931,Ariel,4F Square Four 500,Allround,498 ccm
1931,BMW,R 16,Custom/cruiser,736 ccm
1931,BMW,R 2 Series 1,Classic,198 ccm
1931,BMW,R11 Series 2,Allround,745 ccm
1931,BMW,R11 Series 3,Allround,745 ccm
1931,BMW,R2 Series 1,Allround,198 ccm
1931,Coventry,Eagle Flying 350,Allround,348 ccm
1931,DKW,Block 200,Sport,192 ccm
1931,DKW,Block 300,Sport,292 ccm
1931,DKW,E 200,Sport,199 ccm
1931,DKW,Schüttoff JS 500,Allround,498 ccm
1931,Harley-Davidson,Model BA,Allround,344 ccm
1931,Harley-Davidson,Model C,Allround,743 ccm
1931,Harley-Davidson,Model DLD,Sport,743 ccm
1931,Harley-Davidson,Model S,Enduro/offroad,345 ccm
1931,Henderson,KJ Streamline,Allround,1301 ccm
1931,Indian,101 Scout,Allround,750 ccm
1931,Indian,402,Allround,1265 ccm
1931,Indian,Chief,Custom/cruiser,1210 ccm
1931,Norton,490 CS 1,Allround,490 ccm
1931,NSU,201TS,Sport,199 ccm
1931,NSU,301TS,Sport,298 ccm
1931,NSU,351TS,Sport,346 ccm
1931,NSU,501 SS,Sport,494 ccm
1931,NSU,501 TS,Allround,494 ccm
1931,NSU,601 TS,Allround,592 ccm
1931,Rudge,Ulster 500,Sport,499 ccm
1931,Scott,Super Squirrel,Sport,596 ccm
1931,Sunbeam,95L Special,Sport,493 ccm
1932,Ariel,4F Square Four 600,Allround,601 ccm
1932,Ariel,VH 500 Red Hunter,Allround,497 ccm
1932,BMW,R 16,Custom/cruiser,736 ccm
1932,BMW,R11 Series 3,Allround,745 ccm
1932,BMW,R16 series 3,Allround,736 ccm
1932,BMW,R2 Series2a,Allround,198 ccm
1932,BMW,R4 Series 1,Allround,398 ccm
1932,Coventry,Eagle Flying 350,Allround,348 ccm
1932,DKW,Block 200,Sport,192 ccm
1932,DKW,Block 300,Sport,292 ccm
1932,DKW,Schüttoff JS 500,Allround,498 ccm
1932,Dollar,750 V4,Sport,748 ccm
1932,Harley-Davidson,Hillclimber,Cross/motocross,750 ccm
1932,Harley-Davidson,Model B,Sport,346 ccm
1932,Harley-Davidson,Model BA,Allround,344 ccm
1932,Harley-Davidson,Model C,Allround,743 ccm
1932,Harley-Davidson,Model DLD,Sport,743 ccm
1932,Harley-Davidson,Model R,Allround,743 ccm
1932,Harley-Davidson,Model RL,Allround,743 ccm
1932,Harley-Davidson,Model RLD,Custom/cruiser,742 ccm
1932,Harley-Davidson,Model S,Enduro/offroad,345 ccm
1932,Harley-Davidson,Servi-Car GE,Allround,740 ccm
1932,Indian,402,Allround,1265 ccm
1932,Indian,Chief,Custom/cruiser,1210 ccm
1932,Norton,490 CS 1,Allround,490 ccm
1932,NSU,201TS,Sport,199 ccm
1932,NSU,301TS,Sport,298 ccm
1932,NSU,351TS,Sport,346 ccm
1932,NSU,501 SS,Sport,494 ccm
1932,NSU,501 TS,Allround,494 ccm
1932,NSU,601 TS,Allround,592 ccm
1932,Rikuo,RT 2,Allround,750 ccm
1932,Rudge,Ulster 500,Sport,499 ccm
1932,Sunbeam,95L Special,Sport,493 ccm
1933,Ariel,4F Square Four 600,Allround,601 ccm
1933,Ariel,VH 500 Red Hunter,Allround,497 ccm
1933,BMW,R11 Series 4,Allround,745 ccm
1933,BMW,R16 series 4,Allround,736 ccm
1933,BMW,R2 Series 2 33,Allround,198 ccm
1933,BMW,R4 Series 2,Allround,398 ccm
1933,BSA,M33-11,Allround,595 ccm
1933,Coventry,Eagle Flying 350,Allround,348 ccm
1933,DKW,Block 175,Sport,172 ccm
1933,DKW,Block 200,Sport,192 ccm
1933,DKW,Block 300,Sport,292 ccm
1933,DKW,Block 500,Allround,494 ccm
1933,Harley-Davidson,Model BA,Allround,344 ccm
