Year,Make,Model,Category,Engine,Package
1956,DKW,RT 250 VS,Sport,244 ccm,
1956,DKW,RT 350 S,Allround,348 ccm,
1956,Douglas,Dragonfly,Sport,348 ccm,
1956,Dürkopp,Diana,Scooter,194 ccm,
1956,Dürkopp,MD 176,Sport,173 ccm,
1956,Dürkopp,MD 201,Sport,196 ccm,
1956,Enfield,Super Meteor,Sport,700 ccm,
1956,Gilera,Saturno Corsa,Sport,499 ccm,
1956,Gilera,Saturno Cross,Sport,499 ccm,
1956,Greeves,32D Sports Twin,Sport,322 ccm,
1956,Harley-Davidson,165,Enduro/offroad,165 ccm,
1956,Harley-Davidson,FL Hydra Glide,Touring,1212 ccm,
1956,Harley-Davidson,Hummer,Naked bike,125 ccm,
1956,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1956,Harley-Davidson,Model KH,Allround,833 ccm,
1956,Harley-Davidson,Model KHK,Sport,833 ccm,
1956,Harley-Davidson,S-125,Allround,125 ccm,
1956,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1956,Heinkel,A0 Series 103,Scooter,174 ccm,
1956,Hercules,313 Starr,Sport,123 ccm,
1956,Hercules,316,Sport,98 ccm,
1956,Hercules,317,Sport,197 ccm,
1956,Hercules,318,Sport,246 ccm,
1956,Hercules,319,Sport,173 ccm,
1956,Hercules,322,Sport,246 ccm,
1956,Hercules,A 175,Sport,173 ccm,
1956,Hercules,R 200,Scooter,191 ccm,
1956,Horex,Imperator,Allround,400 ccm,
1956,Horex,Regina,Allround,248 ccm,
1956,Horex,Regina 350,Allround,342 ccm,
1956,Horex,Regina 400,Naked bike,400 ccm,
1956,Horex,Resident,Naked bike,350 ccm,
1956,James,Colonel,Allround,225 ccm,
1956,James,Colonel 225,Allround,225 ccm,
1956,James,Comet,Naked bike,98 ccm,
1956,KTM,Mirabell,Scooter,148 ccm,
1956,KTM,Mirabell 125,Scooter,124 ccm,
1956,Lambretta,125LD Series 2,Scooter,125 ccm,
1956,Lambretta,150D Series 3,Scooter,150 ccm,
1956,Lambretta,LD 150 series 1,Scooter,148 ccm,
1956,Lambretta,LD 150 series 2,Scooter,148 ccm,
1956,Lambretta,LDA 150 series 2,Scooter,148 ccm,
1956,Laverda,98 Sport,Sport,98 ccm,
1956,Laverda,Tourismo,Sport,98 ccm,
1956,Maico,Blizzard,Cross/motocross,177 ccm,
1956,Maico,Blizzard 247,Cross/motocross,247 ccm,
1956,Maico,Blizzard 277,Cross/motocross,277 ccm,
1956,Maico,Maicoletta,Scooter,174 ccm,
1956,Maico,Maicoletta 247,Scooter,247 ccm,
1956,Maico,Maicoletta 277,Scooter,277 ccm,
1956,Matchless,G3 350,Sport,347 ccm,
1956,Matchless,G50,Sport,496 ccm,
1956,Moto,Guzzi Cardellino 65 Turismo,Sport,64 ccm,
1956,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1956,Moto,Guzzi Galetto,Scooter,192 ccm,
1956,Moto,Guzzi Lodola 175 Gran Turismo,Sport,174 ccm,
1956,Motobi,Catria Lusso,Sport,172 ccm,
1956,Motobi,Imperiale Sport,Sport,125 ccm,
1956,MZ,RE125,Cross/motocross,123 ccm,
1956,Norton,Dominator 88,Allround,596 ccm,
1956,Norton,Dominator 99SS,Allround,596 ccm,
1956,Norton,International 30,Classic,490 ccm,
1956,Norton,International Model 30,Sport,490 ccm,
1956,Norton,Manx,Sport,499 ccm,
1956,NSU,Delphin III,Sport,499 ccm,
1956,NSU,Max,Sport,247 ccm,
1956,NSU,Prima D,Scooter,146 ccm,
1956,NSU,Prima V,Scooter,175 ccm,
1956,NSU,Sportsmax,Sport,247 ccm,
1956,NSU,Superfox,Sport,123 ccm,
1956,NSU,Superlux,Sport,198 ccm,
1956,NSU,Supermax,Sport,247 ccm,
1956,Panther,65 Springer,Sport,248 ccm,
1956,Panther,75 Springer,Sport,348 ccm,
1956,Peugeot,S157,Scooter,147 ccm,
1956,Puch,250 SGS 67,Sport,248 ccm,
1956,Rikuo,RT 2,Allround,750 ccm,
1956,Simplex,Automatic,Allround,130 ccm,
1956,Simplex,Scooter 150,Scooter,150 ccm,
1956,Simson,425 T,Allround,247 ccm,
1956,Sparta,250 Twin,Allround,244 ccm,
1956,Sparta,NL200,Allround,200 ccm,
1956,Sparta,SL 250,Allround,245 ccm,
1956,Sunbeam,S7 500,Sport touring,487 ccm,
1956,Sunbeam,S8 500,Sport touring,487 ccm,
1956,Triumph,Speed Twin,Allround,498 ccm,
1956,Triumph,Speed Twin 5T,Sport,498 ccm,
1956,Triumph,Terrier 150,Sport,150 ccm,
1956,Triumph,Tiger Cub T 20,Sport,199 ccm,
1956,Velocette,Mac,Allround,349 ccm,
1956,Velocette,Valiant,Allround,192 ccm,
1956,Velocette,Venom,Allround,499 ccm,
1956,Victoria,Bergmeister,Allround,345 ccm,
1956,Zündapp,200 S,Allround,197 ccm,
1956,Zündapp,201S,Sport,197 ccm,
1956,Zündapp,250 S Trophy,Allround,245 ccm,
1956,Zündapp,Bella 151,Scooter,147 ccm,
1956,Zündapp,Bella R154,Scooter,147 ccm,
1956,Zündapp,KS 601,Allround,592 ccm,
1956,Zündapp,KS 601 Kardan Sport,Allround,592 ccm,
1957,Adler,ISDT,Sport,247 ccm,
1957,Adler,Junior 100 Luxus,Scooter,100 ccm,
1957,Adler,M 100,Sport,100 ccm,
1957,Adler,MBS 250 Favorit,Allround,250 ccm,
1957,Aermacchi,Ala Bianca 175,Sport,174 ccm,
1957,Aermacchi,Chimera 175,Sport,172 ccm,
1957,Aermacchi,HD 125 Zeffiro,Scooter,123 ccm,
1957,Aermacchi,HD 150 Zeffiro,Scooter,148 ccm,
1957,AJS,Model 16 350 Spectre,Allround,348 ccm,
1957,AJS,Model 16 350MS,Allround,347 ccm,
1957,AJS,Model 20 500,Allround,498 ccm,
1957,AJS,Model 30 600,Allround,593 ccm,
1957,Ardie,BD 175,Sport,172 ccm,
1957,Ardie,BZ 350,Sport,342 ccm,
1957,Ardie,BZ 350 D,Sport,342 ccm,
1957,Ariel,4G Square Four Mark II,Allround,995 ccm,
1957,Ariel,FH 650 Huntmaster,Allround,646 ccm,
1957,Ariel,HT5 500 Trials,Enduro/offroad,497 ccm,
1957,Ariel,KH 500 Fieldmaster,Allround,498 ccm,
1957,Ariel,LH 200 Colt,Allround,197 ccm,
1957,Ariel,MK2 Square Four,Allround,997 ccm,
1957,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1957,Ariel,VB 600,Allround,598 ccm,
1957,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1957,BMW,R 60,Allround,594 ccm,
1957,BMW,R26,Allround,247 ccm,
1957,BMW,R50,Allround,494 ccm,
1957,BMW,R69,Sport,594 ccm,
1957,BSA,A7 Shoting Star,Naked bike,497 ccm,
1957,BSA,Golden Flash,Allround,646 ccm,
1957,Cushman,Eagle,Scooter,318 ccm,
1957,DKW,Hobby Luxus,Scooter,74 ccm,
1957,DKW,Hummel,Sport,49 ccm,
1957,DKW,RT 125 2,Sport,123 ccm,
1957,DKW,RT 125 2H,Sport,123 ccm,
1957,DKW,RT 175 VS,Sport,174 ccm,
1957,DKW,RT 200 S,Sport,197 ccm,
1957,DKW,RT 200 VS,Sport,197 ccm,
1957,DKW,RT 250 VS,Sport,244 ccm,
1957,Douglas,Dragonfly,Sport,348 ccm,
1957,Dürkopp,Diana,Scooter,194 ccm,
1957,Dürkopp,MD 176,Sport,173 ccm,
1957,Dürkopp,MD 201,Sport,196 ccm,
1957,Gilera,Saturno Corsa,Sport,499 ccm,
1957,Gilera,Saturno Cross,Sport,499 ccm,
1957,Greeves,32D Sports Twin,Sport,322 ccm,
1957,Harley-Davidson,Drag Bike,Cross/motocross,1474 ccm,
1957,Harley-Davidson,FL Hydra Glide,Touring,1212 ccm,
1957,Harley-Davidson,Hummer,Naked bike,125 ccm,
1957,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1957,Harley-Davidson,S-125,Allround,125 ccm,
1957,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1957,Harley-Davidson,Sportster XL Ironhead,Sport,883 ccm,
1957,Harley-Davidson,XL Sportster,Sport,883 ccm,
1957,Harley-Davidson,XLCH Sportster,Custom/cruiser,883 ccm,
1957,Heinkel,A0 Series 103,Scooter,174 ccm,
1957,Heinkel,A1 Series 103,Scooter,174 ccm,
1957,Hercules,313 Starr,Sport,123 ccm,
1957,Hercules,322,Sport,246 ccm,
1957,Hercules,A 175,Sport,173 ccm,
1957,Hercules,R 200,Scooter,191 ccm,
1957,Horex,Imperator,Allround,400 ccm,
1957,Horex,Regina,Allround,248 ccm,
1957,Horex,Regina 350,Allround,342 ccm,
1957,Horex,Resident,Naked bike,350 ccm,
1957,James,Colonel,Allround,225 ccm,
1957,James,Colonel 225,Allround,225 ccm,
1957,James,Comet,Naked bike,98 ccm,
1957,James,Commodore 250,Allround,249 ccm,
1957,James,L25 Commodore,Sport,250 ccm,
1957,KTM,Mirabell,Scooter,148 ccm,
1957,KTM,Mirabell 125,Scooter,124 ccm,
1957,Lambretta,125LD Series 3,Scooter,125 ccm,
1957,Lambretta,125M,Scooter,123 ccm,
1957,Lambretta,LD 150 series 1,Scooter,148 ccm,
1957,Lambretta,LD 150 series 2,Scooter,148 ccm,
1957,Lambretta,LD150 series 3,Scooter,148 ccm,
1957,Lambretta,LDA150 series 3,Scooter,148 ccm,
1957,Lambretta,TV 175 Series 1,Scooter,170 ccm,
1957,Laverda,Tourismo,Sport,98 ccm,
1957,Maico,Blizzard,Cross/motocross,177 ccm,
1957,Maico,Blizzard 247,Cross/motocross,247 ccm,
1957,Maico,Blizzard 277,Cross/motocross,277 ccm,
1957,Maico,Maicoletta,Scooter,174 ccm,
1957,Maico,Maicoletta 247,Scooter,247 ccm,
1957,Maico,Maicoletta 277,Scooter,277 ccm,
1957,Matchless,G3 350,Sport,347 ccm,
1957,Matchless,G50,Sport,496 ccm,
1957,Mondial,FB 250,Sport,249 ccm,
1957,Moto,Guzzi Cardellino 65 Turismo,Sport,64 ccm,
1957,Moto,Guzzi Cardellino 73,Sport,73 ccm,
1957,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1957,Moto,Guzzi Galetto,Scooter,192 ccm,
1957,Moto,Guzzi Lodola 175 Gran Turismo,Sport,174 ccm,
1957,Motobi,Catria Lusso,Sport,172 ccm,
1957,Motobi,Imperiale Sport,Sport,125 ccm,
1957,MV,Agusta 350 6C GP,Prototype/concept model,350 ccm,
1957,MZ,RE125,Cross/motocross,123 ccm,
1957,Norton,Dominator 77,Allround,597 ccm,
1957,Norton,Dominator 88,Allround,596 ccm,
1957,Norton,Dominator 99SS,Allround,596 ccm,
1957,Norton,International Model 30,Sport,490 ccm,
1957,Norton,Manx,Sport,499 ccm,
1957,Norton,Nomad 600,Sport,597 ccm,
1957,NSU,Maxi 175,Sport,174 ccm,
1957,NSU,Prima D,Scooter,146 ccm,
1957,NSU,Prima III,Scooter,146 ccm,
1957,NSU,Prima V,Scooter,175 ccm,
1957,NSU,Quickly Cavalino,Sport,50 ccm,
1957,NSU,Superfox,Sport,123 ccm,
1957,NSU,Supermax,Sport,247 ccm,
1957,Panther,65 Springer,Sport,248 ccm,
1957,Panther,75 Springer,Sport,348 ccm,
1957,Peugeot,S157,Scooter,147 ccm,
1957,Puch,250 SGS 67,Sport,248 ccm,
1957,Rikuo,RT 2,Allround,750 ccm,
1957,Simplex,Automatic,Allround,130 ccm,
1957,Simplex,Scooter 150,Scooter,150 ccm,
1957,Simson,425 GS,Sport,247 ccm,
1957,Simson,425 T,Allround,247 ccm,
1957,Simson,Eskorte,Allround,350 ccm,
1957,Sparta,250 Twin,Allround,244 ccm,
1957,Sparta,NL200,Allround,200 ccm,
1957,Sparta,SL 250,Allround,245 ccm,
1957,Triumph,3TA,Sport,349 ccm,
1957,Triumph,Speed Twin,Allround,498 ccm,
1957,Triumph,Speed Twin 5T,Sport,498 ccm,
1957,Triumph,Tiger Cub T 20,Sport,199 ccm,
1957,Velocette,Mac,Allround,349 ccm,
1957,Velocette,Valiant,Allround,192 ccm,
1957,Velocette,Venom,Allround,499 ccm,
1957,Victoria,Bergmeister,Allround,345 ccm,
1957,Zündapp,200 S,Allround,197 ccm,
1957,Zündapp,201S,Sport,197 ccm,
1957,Zündapp,250 S Trophy,Allround,245 ccm,
1957,Zündapp,Bella R154,Scooter,147 ccm,
1957,Zündapp,KS 601,Touring,592 ccm,
1957,Zündapp,KS 601 Kardan Sport,Allround,592 ccm,
1958,Adler,ISDT,Sport,247 ccm,
1958,Adler,M 100,Sport,100 ccm,
1958,Adler,MBS 250 Favorit,Allround,250 ccm,
1958,Aermacchi,Ala Bianca 175,Sport,174 ccm,
1958,Aermacchi,Chimera 175,Sport,172 ccm,
1958,Aermacchi,HD 125 Zeffiro,Scooter,123 ccm,
1958,Aermacchi,HD 150 Zeffiro,Scooter,148 ccm,
1958,Agrati,Capri 70,Scooter,70 ccm,
1958,AJS,Model 16 350 Spectre,Allround,348 ccm,
1958,AJS,Model 16 350MS,Allround,347 ccm,
1958,AJS,Model 20 500,Allround,498 ccm,
1958,Ardie,BZ 350,Sport,342 ccm,
1958,Ardie,BZ 350 D,Sport,342 ccm,
1958,Ariel,4G Square Four Mark II,Allround,995 ccm,
1958,Ariel,FH 650 Huntmaster Twin,Allround,646 ccm,
1958,Ariel,HT5 500 Trials,Enduro/offroad,497 ccm,
1958,Ariel,Leader,Touring,249 ccm,
1958,Ariel,LH 200 Colt,Allround,197 ccm,
1958,Ariel,MK2 Square Four,Allround,997 ccm,
1958,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1958,Ariel,VB 600,Allround,598 ccm,
1958,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1958,BMW,R 60,Allround,594 ccm,
1958,BMW,R26,Allround,247 ccm,
1958,BMW,R50,Allround,494 ccm,
1958,BMW,R69,Sport,594 ccm,
1958,BSA,A7 Shoting Star,Naked bike,497 ccm,
1958,BSA,Bantam D5 Super,Allround,175 ccm,
1958,BSA,Golden Flash,Allround,646 ccm,
1958,Cushman,Eagle,Scooter,318 ccm,
1958,DKW,Hummel,Sport,49 ccm,
1958,DKW,RT 125 2,Sport,123 ccm,
1958,DKW,RT 175 VS,Sport,174 ccm,
1958,DKW,RT 200 S,Sport,197 ccm,
1958,DKW,RT 200 VS,Sport,197 ccm,
1958,Dürkopp,Diana,Scooter,194 ccm,
1958,Dürkopp,MD 176,Sport,173 ccm,
1958,Dürkopp,MD 201,Sport,196 ccm,
1958,Gilera,Saturno Cross,Sport,499 ccm,
1958,Greeves,32D Sports Twin,Sport,322 ccm,
1958,Harley-Davidson,Drag Bike,Cross/motocross,1474 ccm,
1958,Harley-Davidson,FL Duo Glide,Touring,1213 ccm,
1958,Harley-Davidson,FLH Duo Glide,Touring,1213 ccm,
1958,Harley-Davidson,Hummer,Naked bike,125 ccm,
1958,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1958,Harley-Davidson,S-125,Allround,125 ccm,
1958,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1958,Harley-Davidson,Sportster XLCH,Sport,883 ccm,
1958,Harley-Davidson,Sportster XLCH Ironhead,Sport,883 ccm,
1958,Harley-Davidson,XL Sportster,Sport,883 ccm,
1958,Harley-Davidson,XLCH Sportster,Custom/cruiser,883 ccm,
1958,Heinkel,A1 Series 103,Scooter,174 ccm,
1958,Hercules,322,Sport,246 ccm,
1958,Hercules,A 175,Sport,173 ccm,
1958,Hercules,R 200,Scooter,191 ccm,
1958,Horex,Imperator,Allround,400 ccm,
1958,Horex,Regina,Allround,248 ccm,
1958,Horex,Regina 350,Allround,342 ccm,
1958,Horex,Regina 400,Allround,400 ccm,
1958,Horex,Resident,Naked bike,350 ccm,
1958,James,Colonel,Allround,225 ccm,
1958,James,Colonel 225,Allround,225 ccm,
1958,James,Comet,Naked bike,98 ccm,
1958,James,Commodore 250,Allround,249 ccm,
1958,James,L25 Commodore,Sport,250 ccm,
1958,KTM,Mirabell,Scooter,148 ccm,
1958,KTM,Mirabell 125,Scooter,124 ccm,
1958,Lambretta,125LD Series 3,Scooter,125 ccm,
1958,Lambretta,LD150 series 3,Scooter,148 ccm,
1958,Lambretta,LDA150 series 3,Scooter,148 ccm,
1958,Lambretta,LI 125 Series 1,Scooter,123 ccm,
1958,Lambretta,LI 150 Series 1,Scooter,148 ccm,
1958,Lambretta,TV 175 Series 1,Scooter,170 ccm,
1958,Maico,Blizzard,Cross/motocross,177 ccm,
1958,Maico,Blizzard 247,Cross/motocross,247 ccm,
1958,Maico,Blizzard 277,Cross/motocross,277 ccm,
1958,Maico,Maicoletta,Scooter,174 ccm,
1958,Maico,Maicoletta 247,Scooter,247 ccm,
1958,Maico,Maicoletta 277,Scooter,277 ccm,
1958,Matchless,G-12,Sport,646 ccm,
1958,Matchless,G3 350,Sport,347 ccm,
1958,Matchless,G50,Sport,496 ccm,
1958,Moto,Guzzi Cardellino 65 Turismo,Sport,64 ccm,
1958,Moto,Guzzi Cardellino 73,Sport,73 ccm,
1958,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1958,Moto,Guzzi Galetto,Scooter,192 ccm,
1958,Moto,Guzzi Lodola 175 Gran Turismo,Sport,174 ccm,
1958,Motobi,Catria Lusso,Sport,172 ccm,
1958,Motobi,Imperiale Sport,Sport,125 ccm,
1958,MV,Agusta Pullmann 125,Allround,125 ccm,
1958,MZ,RE125,Cross/motocross,123 ccm,
1958,Norton,Dominator 77,Allround,597 ccm,
1958,Norton,Dominator 88,Allround,596 ccm,
1958,Norton,Dominator 99SS,Allround,596 ccm,
1958,Norton,International Model 30,Sport,490 ccm,
1958,Norton,Jubilee,Allround,249 ccm,
1958,Norton,Manx,Sport,499 ccm,
1958,Norton,Nomad 600,Sport,597 ccm,
1958,NSU,Maxi 175,Sport,174 ccm,
1958,NSU,Prima D,Scooter,146 ccm,
1958,NSU,Prima III,Scooter,146 ccm,
1958,NSU,Prima III K,Scooter,146 ccm,
1958,NSU,Prima V,Scooter,175 ccm,
1958,NSU,Quickly Cavalino,Sport,50 ccm,
1958,NSU,Supermax,Sport,247 ccm,
1958,Panther,65 Springer,Sport,248 ccm,
1958,Panther,75 Springer,Sport,348 ccm,
1958,Peugeot,S157,Scooter,147 ccm,
1958,Puch,250 SGS 67,Sport,248 ccm,
1958,Puch,SRA 150,Scooter,145 ccm,
1958,Rikuo,RT 2,Allround,750 ccm,
1958,Simplex,Automatic,Allround,130 ccm,
1958,Simplex,Scooter 150,Scooter,150 ccm,
1958,Simson,425 GS,Sport,247 ccm,
1958,Simson,425 T,Allround,247 ccm,
1958,Sparta,250 Twin,Allround,244 ccm,
1958,Sparta,SL 250,Allround,245 ccm,
1958,Triumph,3TA,Sport,349 ccm,
1958,Triumph,Speed Twin,Allround,498 ccm,
1958,Triumph,Speed Twin 5T,Sport,498 ccm,
1958,Triumph,Tiger Cub T 20,Sport,199 ccm,
1958,Triumph,Tigress 175,Scooter,175 ccm,
1958,Triumph,Tigress 250,Scooter,250 ccm,
1958,Velocette,Mac,Allround,349 ccm,
1958,Velocette,Valiant,Allround,192 ccm,
1958,Velocette,Venom,Allround,499 ccm,
1958,Victoria,Bergmeister,Allround,345 ccm,
1958,Zündapp,200 S,Allround,197 ccm,
1958,Zündapp,201S,Sport,197 ccm,
1958,Zündapp,250 S Trophy,Allround,245 ccm,
1958,Zündapp,Bella R154,Scooter,147 ccm,
1958,Zündapp,KS 601 Kardan Sport,Allround,592 ccm,
1959,Adler,MBS 250 Favorit,Allround,250 ccm,
1959,Aermacchi,250 Ala Verde Serie 1,Sport,246 ccm,
1959,Aermacchi,Ala Bianca 175,Sport,174 ccm,
1959,Aermacchi,Chimera 175,Sport,172 ccm,
1959,Aermacchi,HD 125 Zeffiro,Scooter,123 ccm,
1959,Aermacchi,HD 150 Zeffiro,Scooter,148 ccm,
1959,Agrati,Capri 70,Scooter,70 ccm,
1959,AJS,Model 16 350 Spectre,Allround,348 ccm,
1959,AJS,Model 16 350MS,Allround,347 ccm,
1959,AJS,Model 20 500,Allround,498 ccm,
1959,AJS,Model 31 650 Swift,Allround,646 ccm,
1959,Ardie,BZ 350 D,Sport,342 ccm,
1959,Ariel,4G Square Four Mark II,Allround,995 ccm,
1959,Ariel,Arrow,Sport,249 ccm,
1959,Ariel,HT5 500 Trials,Enduro/offroad,497 ccm,
1959,Ariel,Leader,Touring,249 ccm,
1959,Ariel,LH 200 Colt,Allround,197 ccm,
1959,Ariel,MK2 Square Four,Allround,997 ccm,
1959,Ariel,NH 350 Red Hunter,Allround,346 ccm,
1959,Ariel,VH 500 Red Hunter,Allround,497 ccm,
1959,BMW,R 60,Allround,594 ccm,
1959,BMW,R26,Allround,247 ccm,
1959,BMW,R50,Allround,494 ccm,
1959,BMW,R69,Sport,594 ccm,
1959,BSA,A7 Shoting Star,Naked bike,497 ccm,
1959,BSA,Bantam D7,Allround,175 ccm,
1959,BSA,Golden Flash,Allround,646 ccm,
1959,Cushman,Eagle,Scooter,318 ccm,
1959,Ducati,Elite,Sport,204 ccm,
1959,Dürkopp,Diana,Scooter,194 ccm,
1959,Dürkopp,Diana Sport,Scooter,194 ccm,
1959,Dürkopp,Diana TS,Scooter,171 ccm,
1959,Dürkopp,MD 176,Sport,173 ccm,
1959,Dürkopp,MD 201,Sport,196 ccm,
1959,Gilera,Saturno Cross,Sport,499 ccm,
1959,Greeves,32D Sports Twin,Sport,322 ccm,
1959,Harley-Davidson,Drag Bike,Cross/motocross,1474 ccm,
1959,Harley-Davidson,FL Duo Glide,Touring,1213 ccm,
1959,Harley-Davidson,FLH Duo Glide,Touring,1213 ccm,
1959,Harley-Davidson,Hummer,Naked bike,125 ccm,
1959,Harley-Davidson,KR 750,Enduro/offroad,744 ccm,
1959,Harley-Davidson,S-125,Allround,125 ccm,
1959,Harley-Davidson,Servi-Car GE,Allround,740 ccm,
1959,Harley-Davidson,Sportster XLCH,Sport,883 ccm,
1959,Harley-Davidson,XL Sportster,Sport,883 ccm,
1959,Harley-Davidson,XLCH Sportster,Custom/cruiser,883 ccm,
1959,Heinkel,A1 Series 103,Scooter,174 ccm,
1959,Hercules,A 175,Sport,173 ccm,
1959,Honda,RC142,Sport,125 ccm,
1959,Horex,Imperator,Allround,400 ccm,
1959,Horex,Regina,Allround,248 ccm,
1959,Horex,Resident,Naked bike,350 ccm,
1959,James,Colonel,Allround,225 ccm,
1959,James,Colonel 225,Allround,225 ccm,
1959,James,Commodore 250,Allround,249 ccm,
1959,James,L25 Commodore,Sport,250 ccm,
1959,KTM,Mirabell,Scooter,148 ccm,
1959,KTM,Mirabell 125,Scooter,124 ccm,
1959,Lambretta,LI 125 Series 1,Scooter,123 ccm,
1959,Lambretta,LI 125 Series 2,Scooter,123 ccm,
1959,Lambretta,LI 150 Series 1,Scooter,148 ccm,
1959,Lambretta,TV 175 Series 1,Scooter,170 ccm,
1959,Lambretta,TV 175 Series 2,Scooter,175 ccm,
1959,Maico,Blizzard,Cross/motocross,177 ccm,
1959,Maico,Blizzard 247,Cross/motocross,247 ccm,
1959,Maico,Blizzard 277,Cross/motocross,277 ccm,
1959,Maico,Maicoletta,Scooter,174 ccm,
1959,Maico,Maicoletta 247,Scooter,247 ccm,
1959,Maico,Maicoletta 277,Scooter,277 ccm,
1959,Matchless,G-12,Sport,646 ccm,
1959,Matchless,G3 350,Sport,347 ccm,
1959,Matchless,G50,Sport,496 ccm,
1959,Mondial,Champion Lusso,Sport,124 ccm,
1959,Moto,Guzzi Cardellino 65 Turismo,Sport,64 ccm,
1959,Moto,Guzzi Cardellino 73,Sport,73 ccm,
1959,Moto,Guzzi Falcone Sport,Allround,498 ccm,
1959,Moto,Guzzi Galetto,Scooter,192 ccm,
1959,Moto,Guzzi Lodola 175 Gran Turismo,Sport,174 ccm,
1959,Moto,Guzzi Regolarita 250,Sport,247 ccm,
1959,Motobi,Catria Lusso,Sport,172 ccm,
1959,Motobi,Imperiale Sport,Sport,125 ccm,
1959,MZ,RE125,Cross/motocross,123 ccm,
1959,Norton,Dominator 88,Allround,596 ccm,
1959,Norton,Dominator 99SS,Allround,596 ccm,
1959,Norton,Jubilee,Allround,249 ccm,
1959,Norton,Manx,Sport,499 ccm,
1959,NSU,Maxi 175,Sport,174 ccm,
1959,NSU,Prima D,Scooter,146 ccm,
1959,NSU,Prima III,Scooter,146 ccm,
1959,NSU,Prima III K,Scooter,146 ccm,
1959,NSU,Prima V,Scooter,175 ccm,
1959,NSU,Supermax,Sport,247 ccm,
1959,Panther,M 120,Allround,649 ccm,
1959,Puch,250 SGS 67,Sport,248 ccm,
1959,Puch,Alpine SR,Scooter,145 ccm,
1959,Simplex,Automatic,Allround,130 ccm,
1959,Simplex,Scooter 150,Scooter,150 ccm,
1959,Simson,425 GS,Sport,247 ccm,
1959,Simson,425 T,Allround,247 ccm,
1959,Triumph,3TA,Sport,349 ccm,
1959,Triumph,Speed Twin,Allround,498 ccm,
1959,Triumph,Speed Twin 5T,Sport,498 ccm,
1959,Triumph,T100C,Sport,490 ccm,
1959,Triumph,T120 Bonneville,Sport,649 ccm,
1959,Triumph,Tiger Cub T 20,Sport,199 ccm,
1959,Triumph,Tigress 175,Scooter,175 ccm,
1959,Triumph,Tigress 250,Scooter,250 ccm,
1959,Velocette,LE MK 2,Classic,200 ccm,
1959,Velocette,Mac,Allround,349 ccm,
1959,Velocette,Valiant,Allround,192 ccm,
1959,Velocette,Venom,Allround,499 ccm,
1959,Vespa,Allstate Cruisaire,Scooter,90 ccm,
1959,Zündapp,250 S Trophy,Allround,245 ccm,
1960,Adler,MBS 250 Favorit,Allround,250 ccm,
1960,Aermacchi,250 Ala Verde Serie 1,Sport,246 ccm,
1960,Aermacchi,Ala Bianca 175,Sport,174 ccm,
1960,Aermacchi,Ala D Oro,Allround,246 ccm,
1960,Aermacchi,Chimera 175,Sport,172 ccm,
1960,Aermacchi,HD 125 Zeffiro,Scooter,123 ccm,
1960,Aermacchi,HD 150 Zeffiro,Scooter,148 ccm,
1960,Agrati,Capri,Scooter,80 ccm,
1960,Agrati,Capri 50,Scooter,50 ccm,
1960,Agrati,Capri 70,Scooter,70 ccm,
1960,AJS,Model 14 250,Sport,248 ccm,
1960,AJS,Model 16 350 Spectre,Allround,348 ccm,
1960,AJS,Model 16 350MS,Allround,347 ccm,
1960,AJS,Model 18 500 Statesman,Allround,498 ccm,
1960,AJS,Model 31 650 Swift,Allround,646 ccm,
1960,AJS,Model 8 350,Sport,348 ccm,
1960,Ardie,BZ 350 D,Sport,342 ccm,
1960,Ariel,HT5 500 Trials,Enduro/offroad,497 ccm,
1960,Ariel,Leader,Touring,249 ccm,
1960,BMW,R 60,Allround,594 ccm,
1960,BMW,R 60 2,Allround,594 ccm,
1960,BMW,R26,Allround,247 ccm,
1960,BMW,R27,Allround,247 ccm,
1960,BMW,R50,Allround,494 ccm,
1960,BMW,R50 2,Allround,494 ccm,
1960,BMW,R50 OS,Allround,494 ccm,
1960,BMW,R69,Sport,594 ccm,
1960,BSA,A7 Shoting Star,Naked bike,497 ccm,
1960,BSA,Bantam D7,Allround,175 ccm,
1960,BSA,Golden Flash,Allround,646 ccm,
1960,Bultaco,TSS,Cross/motocross,125 ccm,
1960,Cushman,Eagle,Scooter,318 ccm,
1960,DKW,Victoria Avanti,Sport,48 ccm,
1960,Ducati,125 Bronco,Sport,124 ccm,
1960,Ducati,Elite,Sport,204 ccm,
1960,Dürkopp,Diana Sport,Scooter,194 ccm,
1960,Dürkopp,Diana TS,Scooter,171 ccm,
1960,Dürkopp,MD 176,Sport,173 ccm,
1960,Dürkopp,MD 201,Sport,196 ccm,
1960,Greeves,32D Sports Twin,Sport,322 ccm,
